Start training VAE...
	Epoch 1 complete! 	Average Loss:  135.67269539401607
	Epoch 2 complete! 	Average Loss:  99.70840580655259
Finish!!
         10377872 function calls (10233797 primitive calls) in 39.671 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:228(c_byte)
      179    0.001    0.000    0.103    0.001 __init__.py:2288(fixup_namespace_packages)
        1    0.000    0.000    0.000    0.000 __init__.py:229(<listcomp>)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
       14    0.000    0.000    0.004    0.000 __init__.py:2327(normalize_path)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_char)
       14    0.000    0.000    0.000    0.000 __init__.py:2333(_cygwin_patch)
     2170    0.000    0.000    0.004    0.000 __init__.py:2344(_normalize_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:236(ResolutionError)
       22    0.000    0.000    0.000    0.000 __init__.py:2367(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 __init__.py:238(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
      199    0.000    0.000    0.002    0.000 __init__.py:2385(yield_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:24(_QEngineProp)
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
       22    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.001    0.001 __init__.py:2414(EntryPoint)
        1    0.000    0.000    0.000    0.000 __init__.py:242(cudaStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:243(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(CudaError)
        1    0.000    0.000    0.000    0.000 __init__.py:249(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:25(MkldnnModule)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
       46    0.000    0.000    0.018    0.000 __init__.py:2546(_version_from_file)
      138    0.000    0.000    0.000    0.000 __init__.py:2551(is_version_line)
        1    0.000    0.000    0.000    0.000 __init__.py:2559(Distribution)
        1    0.000    0.000    0.000    0.000 __init__.py:256(<dictcomp>)
      362    0.001    0.000    0.018    0.000 __init__.py:2563(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:257(device)
      362    0.003    0.000    0.043    0.000 __init__.py:2576(from_location)
        1    0.000    0.000    0.000    0.000 __init__.py:259(c_wchar)
      316    0.000    0.000    0.000    0.000 __init__.py:2593(_reload_version)
        1    0.000    0.000    0.004    0.004 __init__.py:26(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:26(ContextProp)
        1    0.000    0.000    0.000    0.000 __init__.py:26(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
     1257    0.001    0.000    0.002    0.000 __init__.py:2635(key)
        1    0.000    0.000    0.000    0.000 __init__.py:27(SetupEnvironment)
        5    0.000    0.000    0.000    0.000 __init__.py:27(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        3    0.000    0.000    0.000    0.000 __init__.py:271(is_tensor)
        1    0.000    0.000    0.000    0.000 __init__.py:275(ContextualVersionConflict)
      370    0.001    0.000    0.033    0.000 __init__.py:2763(_get_metadata)
       46    0.000    0.000    0.018    0.000 __init__.py:2768(_get_version)
      179    0.001    0.000    0.132    0.001 __init__.py:2774(activate)
        1    0.000    0.000    0.000    0.000 __init__.py:28(RTLD_for_MKL)
        1    0.000    0.000    0.000    0.000 __init__.py:28(context)
      641    0.001    0.000    0.001    0.000 __init__.py:2810(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:284(device_of)
      179    0.001    0.000    0.005    0.000 __init__.py:2865(insert_on)
        1    0.000    0.000    0.000    0.000 __init__.py:288(DistributionNotFound)
      179    0.001    0.000    0.002    0.000 __init__.py:2891(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:29(__init__)
     1200    0.012    0.000    0.026    0.000 __init__.py:29(_make_grads)
        1    0.000    0.000    0.000    0.000 __init__.py:29(cuFFTPlanCache)
        3    0.000    0.000    0.059    0.020 __init__.py:29(load_module)
        1    0.000    0.000    0.000    0.000 __init__.py:2976(EggInfoDistribution)
       46    0.000    0.000    0.018    0.000 __init__.py:2977(_reload_version)
        3    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 __init__.py:2995(DistInfoDistribution)
        1    0.000    0.000    0.079    0.079 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3087(RequirementParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:3091(Requirement)
        1    0.000    0.000    0.000    0.000 __init__.py:31(_SupportedQEnginesProp)
       24    0.000    0.000    0.000    0.000 __init__.py:3143(_always_object)
        1    0.000    0.000    0.000    0.000 __init__.py:315(UnknownExtra)
       24    0.000    0.000    0.000    0.000 __init__.py:3153(_find_adapter)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:32(__enter__)
        2    0.000    0.000    0.371    0.185 __init__.py:3225(_call_aside)
        1    0.000    0.000    0.000    0.000 __init__.py:3230(_initialize)
       14    0.000    0.000    0.000    0.000 __init__.py:3235(<genexpr>)
        1    0.000    0.000    0.371    0.371 __init__.py:3242(_initialize_master_working_set)
      180    0.000    0.000    0.133    0.001 __init__.py:3268(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:3282(PkgResourcesDeprecationWarning)
        4    0.000    0.000    0.000    0.000 __init__.py:329(register_loader_type)
       11    0.000    0.000    0.008    0.001 __init__.py:340(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:340(_sanity_check)
       38    0.003    0.000    0.006    0.000 __init__.py:345(namedtuple)
        1    0.000    0.000    0.000    0.000 __init__.py:37(_LazySeedTracker)
        1    0.000    0.000    0.002    0.002 __init__.py:372(get_build_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:375(StreamContext)
       11    0.000    0.000    0.000    0.000 __init__.py:376(_FuncPtr)
       26    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:39(QuantizedEngine)
        3    0.000    0.000    0.009    0.003 __init__.py:390(register_custom_op_symbolic)
       11    0.000    0.000    0.000    0.000 __init__.py:392(__getattr__)
       11    0.000    0.000    0.000    0.000 __init__.py:399(__getitem__)
        1    0.000    0.000    0.002    0.002 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:40(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:405(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:41(PropModule)
        1    0.000    0.000    0.001    0.001 __init__.py:411(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:414(WinDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:418(__init__)
      166    0.000    0.000    0.000    0.000 __init__.py:419(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:42(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:423(HRESULT)
        1    0.000    0.000    0.000    0.000 __init__.py:424(validate)
        1    0.000    0.000    0.000    0.000 __init__.py:43(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:436(OleDLL)
        1    0.000    0.000    0.001    0.001 __init__.py:439(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:445(LibraryLoader)
        4    0.000    0.000    0.000    0.000 __init__.py:446(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:449(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:46(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:469(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:47(VideoReader)
        1    0.000    0.000    0.000    0.000 __init__.py:487(IMetadataProvider)
        2    0.000    0.000    0.018    0.009 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:50(cuFFTPlanCacheManager)
        1    0.000    0.000    0.000    0.000 __init__.py:508(Formatter)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        3    0.000    0.000    0.059    0.020 __init__.py:51(create_module)
        3    0.000    0.000    0.000    0.000 __init__.py:510(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:510(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:527(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:531(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:535(HalfStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:538(WorkingSet)
        1    0.000    0.000    0.000    0.000 __init__.py:539(LongStorage)
        3    0.000    0.000    0.000    0.000 __init__.py:54(exec_module)
        1    0.000    0.000    0.122    0.122 __init__.py:541(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:543(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:547(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:551(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:553(__init__)
        1    0.000    0.000    0.122    0.122 __init__.py:554(_build_master)
        1    0.000    0.000    0.000    0.000 __init__.py:555(ByteStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:559(BoolStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:563(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:566(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:569(ComplexFloatStorage)
       22    0.000    0.000    0.000    0.000 __init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 __init__.py:572(QUInt8Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:575(QInt8Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:578(QInt32Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:581(QUInt4x2Storage)
       24    0.001    0.000    0.237    0.010 __init__.py:596(add_entry)
        1    0.000    0.000    0.001    0.001 __init__.py:6(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:6(is_available)
        1    0.000    0.000    0.000    0.000 __init__.py:602(manager_path)
        1    0.000    0.000    0.000    0.000 __init__.py:609(_CudaBase)
     1200    0.001    0.000    0.001    0.000 __init__.py:61(_tensor_or_tensors_to_tuple)
        1    0.000    0.000    0.000    0.000 __init__.py:62(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:623(DoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:627(FloatStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:631(LongStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:635(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:639(ShortStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 __init__.py:643(CharStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:647(ByteStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:65(DeQuantize)
        1    0.000    0.000    0.000    0.000 __init__.py:651(HalfStorage)
      180    0.000    0.000    0.000    0.000 __init__.py:653(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:655(BoolStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:659(BFloat16Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:662(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:666(ComplexFloatStorage)
      362    0.002    0.000    0.004    0.000 __init__.py:670(add)
        1    0.000    0.000    0.000    0.000 __init__.py:687(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:69(<listcomp>)
     1200    0.014    0.000    4.686    0.004 __init__.py:69(backward)
        1    0.000    0.000    0.000    0.000 __init__.py:7(Warning)
        1    0.000    0.000    0.001    0.001 __init__.py:70(search_function)
        1    0.000    0.000    0.000    0.000 __init__.py:729(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:74(is_available)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:766(Filterer)
        7    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:79(__setattr__)
        2    0.000    0.000    0.000    0.000 __init__.py:8(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:8(is_available)
        4    0.000    0.000    0.000    0.000 __init__.py:8(set_module)
        1    0.000    0.000    0.000    0.000 __init__.py:80(__PackageSupportBuildPath__)
        1    0.000    0.000    0.000    0.000 __init__.py:838(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:848(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:857(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:86(cuBLASModule)
        1    0.000    0.000    0.000    0.000 __init__.py:886(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:893(subscribe)
      179    0.000    0.000    0.000    0.000 __init__.py:907(_added_new)
        1    0.000    0.000    0.000    0.000 __init__.py:925(_ReqExtras)
        1    0.000    0.000    0.002    0.002 __init__.py:945(Environment)
        1    0.000    0.000    0.003    0.003 _add_newdocs.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6230(refer_to_array_attribute)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:17(numeric_type_aliases)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
       34    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:61(<genexpr>)
       39    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _asserts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asserts.py:101(_check_sparse_csr_members_individually)
        1    0.000    0.000    0.000    0.000 _asserts.py:15(_TestingErrorMeta)
        1    0.000    0.000    0.000    0.000 _asserts.py:156(_check_quantized)
        1    0.000    0.000    0.000    0.000 _asserts.py:47(_check_sparse_coo_members_individually)
        1    0.000    0.000    0.000    0.000 _asserts.py:499(_TensorPair)
